filePath;mtime;id;type;event
/index.md;1648131231412;1KZ45LytrvLZ3Np_EC_x5Uv6fy8xHLhvJyDNfC6i4xtc;md;created
/readme.md;1648131231412;1wlRv3bZ5Z84TD9Oba4-lEorfV_R9aKhJyRS2iCInA7w;md;created
/embedded-diagram-example.md;1649513653170;1O9wKbDsMhFCUG207rHq_PvdmflsuYQMzcWbnuq4Sq_U;md;created
/embedded-diagram-example.md;1651936400573;1O9wKbDsMhFCUG207rHq_PvdmflsuYQMzcWbnuq4Sq_U;md;created
/example-drawing.svg;1652624476623;1jEOoXqPeqiU_z2QLiC-w6TfPjmiJY4wyLZqoG-OF9Xc;drawing;created
